what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067200104
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1289067214668
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1289067220425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067220932
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067222646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067227417
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067228197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067230418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067239281
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1289067239461
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1289067241743
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1289067247196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067250286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067250556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067250576
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067254886
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1289067255346
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1289067255496
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1289067255586
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.BreakpointView",1289067256477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067259004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289067262031
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1289067265170
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1289067265230
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1289067266264
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1289067269814
