what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1287876004538
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1287876004539
os,sysinfo,,,"win32",1287876004543
arch,sysinfo,,,"x86_64",1287876004543
ws,sysinfo,,,"win32",1287876004543
locale,sysinfo,,,"en_US",1287876004543
processors,sysinfo,,,"4",1287876004544
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1287876004544
java.runtime.version,sysinfo,,,"1.6.0_21-b06",1287876004544
java.specification.name,sysinfo,,,"Java Platform API Specification",1287876004544
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287876004544
java.specification.version,sysinfo,,,"1.6",1287876004544
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1287876004544
java.version,sysinfo,,,"1.6.0_21",1287876004544
java.vm.info,sysinfo,,,"mixed mode",1287876004544
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1287876004544
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1287876004544
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287876004544
java.vm.specification.version,sysinfo,,,"1.0",1287876004544
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1287876004544
java.vm.version,sysinfo,,,"17.0-b16",1287876004544
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1287876004572
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1287876004577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876028557
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876037938
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1287876037953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1287876037953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876042773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876088440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876094038
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876104911
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1287876104919
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876107664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876112224
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1287876113580
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1287876113585
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1287876113624
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1287876113648
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1287876113679
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1287876113695
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1287876113699
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876113859
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1287876125557
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1287876145366
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1287876147420
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1287876147427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876153064
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1287876153074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287876153365
